0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
ACA Africa XI,11.5,1,60,2,0,1/5,30.00,35.50,5.07
Afghanistan,20.0,0,67,6,1,5/36,11.17,20.00,3.35
Australia,354.3,7,1590,49,1,6/38,32.45,43.41,4.49
Bangladesh,168.2,9,706,32,1,5/23,22.06,31.56,4.19
Canada,10.0,0,23,5,1,5/23,4.60,12.00,2.30
England,200.0,7,936,34,1,5/40,27.53,35.29,4.68
Hong Kong,8.0,0,31,2,0,2/31,15.50,24.00,3.88
India,455.1,5,2300,38,1,4/20,60.53,71.87,5.05
Ireland,10.0,0,38,0,0,0/38,,,3.80
Kenya,34.0,5,92,12,2,5/11,7.67,17.00,2.71
Netherlands,10.0,3,18,3,0,3/18,6.00,20.00,1.80
New Zealand,273.4,4,1258,30,0,3/37,41.93,54.73,4.60
Scotland,12.0,0,58,1,0,1/42,58.00,72.00,4.83
South Africa,320.2,2,1506,37,0,3/25,40.70,51.95,4.70
Sri Lanka,518.2,11,2509,67,2,5/35,37.45,46.42,4.84
United Arab Emirates,10.0,1,35,2,0,2/35,17.50,30.00,3.50
West Indies,282.4,12,1273,41,3,7/12,31.05,41.37,4.50
Zimbabwe,246.1,9,1132,34,0,3/18,33.29,43.44,4.60
Overall (18),2945.0,76,13632,395,13,7/12,34.51,44.73,4.63
