0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,6,6,1,1,1,0,113*,200,40.00,61.54,3,0
India,5,5,0,0,1,1,59,86,17.20,47.25,3,0
Netherlands,1,1,0,0,0,0,10,10,10.00,100.00,0,0
New Zealand,10,10,0,0,1,1,81,269,26.90,53.91,1,0
Pakistan,4,4,0,0,2,0,66,162,40.50,69.23,0,0
South Africa,9,9,0,0,1,2,85,214,23.78,56.32,1,0
Sri Lanka,2,2,0,0,1,0,64,86,43.00,86.00,0,0
United Arab Emirates,1,1,0,0,0,0,20,20,20.00,50.00,0,0
West Indies,11,11,2,1,5,0,127,638,70.89,62.37,5,0
Zimbabwe,5,5,0,0,0,0,26,106,21.20,40.61,2,0
Overall (10),54,54,3,2,12,4,127,1791,35.12,58.64,15,0
