0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,33,33,33.00,45.21,0,0
AMI Stadium,2,2,0,0,0,1,19,19,9.50,67.86,0,0
Arbab Niaz Stadium,2,2,0,0,0,0,20,30,15.00,60.00,0,0
Arnos Vale Ground,1,1,1,0,0,0,19*,19,,46.34,0,0
Basin Reserve,2,2,0,0,0,0,43,69,34.50,48.25,1,0
Brisbane Cricket Ground,1,1,0,0,0,0,26,26,26.00,40.63,0,0
Buffalo Park,1,1,0,0,0,0,6,6,6.00,22.22,1,0
Eden Park,2,2,0,0,0,0,34,43,21.50,58.11,0,0
Edgbaston,4,4,1,0,2,0,81,200,66.67,54.64,0,0
Harare Sports Club,2,2,0,0,0,0,25,43,21.50,52.44,2,0
Headingley,3,3,0,0,0,0,7,18,6.00,29.03,3,0
Iqbal Stadium,1,1,0,0,0,0,22,22,22.00,81.48,0,0
Kennington Oval,3,3,1,1,1,0,113*,218,109.00,73.15,1,0
Kensington Oval,1,1,0,0,1,0,86,86,86.00,58.90,0,0
Kingsmead,1,1,0,0,0,0,17,17,17.00,37.78,0,0
Lord's,4,4,0,1,1,0,127,217,54.25,73.81,2,0
Mangaung Oval,1,1,0,0,1,0,85,85,85.00,77.27,0,0
McLean Park,1,1,0,0,0,0,23,23,23.00,56.10,0,0
Melbourne Cricket Ground,1,1,0,0,0,0,14,14,14.00,46.67,1,0
National Stadium (Karachi),1,1,0,0,1,0,66,66,66.00,72.53,0,0
Newlands,1,1,0,0,0,0,35,35,35.00,62.50,0,0
Old Trafford,4,4,0,0,2,1,74,158,39.50,58.96,0,0
Queen's Park Oval,2,2,0,0,1,0,51,92,46.00,68.15,1,0
Queens Sports Club,1,1,0,0,0,0,23,23,23.00,29.87,0,0
Rawalpindi Cricket Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Sabina Park,1,1,0,0,0,0,46,46,46.00,62.16,0,0
Sardar Patel Stadium,1,1,0,0,0,0,1,1,1.00,33.33,0,0
St George's Park,1,1,0,0,0,0,3,3,3.00,42.86,0,0
Sydney Cricket Ground,3,3,0,0,1,0,60,82,27.33,50.93,1,0
Trent Bridge,3,3,0,0,1,0,59,97,32.33,55.11,2,0
Wanderers Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
Overall (31),54,54,3,2,12,4,127,1791,35.12,58.64,15,0
