0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Dubai International Cricket Stadium,3.0,0,19,0,0,0/19,,,6.33
Kennington Oval,1.0,0,12,0,0,0/12,,,12.00
National Stadium (Karachi),5.0,0,28,0,0,,,,5.60
Pallekele International Cricket Stadium,4.0,0,30,1,0,1/20,30.00,24.00,7.50
Queens Sports Club,4.0,0,23,0,0,0/5,,,5.75
R Premadasa Stadium,6.0,0,27,3,0,3/27,9.00,12.00,4.50
Saxton Oval,6.0,0,36,0,0,0/36,,,6.00
The Village,15.0,0,78,6,1,5/43,13.00,15.00,5.20
Trent Bridge,3.0,0,21,0,0,0/21,,,7.00
Overall (9),47.0,0,274,10,1,5/43,27.40,28.20,5.83
