0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
National Stadium (Karachi),6.0,0,36,0,0,0/36,,,6.00
R Premadasa Stadium,55.0,2,229,8,0,3/47,28.63,41.25,4.16
Rangiri Dambulla International Stadium,38.0,1,156,7,0,2/23,22.29,32.57,4.11
Sharjah Cricket Stadium,16.0,2,59,4,0,3/37,14.75,24.00,3.69
Sheikh Zayed Stadium,10.0,1,32,2,0,2/32,16.00,30.00,3.20
Sinhalese Sports Club Ground,16.0,1,76,1,0,1/47,76.00,96.00,4.75
VRA Ground,19.3,0,85,7,1,4/44,12.14,16.71,4.36
Zahur Ahmed Chowdhury Stadium,8.0,0,52,2,0,2/52,26.00,24.00,6.50
Overall (8),168.3,7,725,31,1,4/44,23.39,32.61,4.30
