0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
England,103.3,6,408,21,0,3/29,19.43,29.57,3.94
India,199.5,15,824,30,1,4/56,27.47,39.97,4.12
Kenya,3.0,0,12,1,0,1/12,12.00,18.00,4.00
New Zealand,181.5,16,717,26,0,3/50,27.58,41.96,3.94
Pakistan,160.0,16,661,23,2,5/44,28.74,41.74,4.13
South Africa,127.5,15,478,17,0,3/32,28.12,45.12,3.74
Sri Lanka,137.4,12,580,17,0,3/41,34.12,48.59,4.21
West Indies,294.5,20,1224,63,2,4/34,19.43,28.08,4.15
Zimbabwe,35.0,1,114,5,0,2/43,22.80,42.00,3.26
Overall (9),1243.3,101,5018,203,5,5/44,24.72,36.75,4.04
