0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bangabandhu National Stadium,10.0,0,22,3,0,3/22,7.33,20.00,2.20
County Ground (Bristol),5.0,0,16,2,0,2/16,8.00,15.00,3.20
Edgbaston,8.0,1,34,2,0,2/34,17.00,24.00,4.25
Kennington Oval,10.0,1,39,0,0,0/39,,,3.90
Lord's,6.0,1,26,1,0,1/26,26.00,36.00,4.33
MA Aziz Stadium,8.0,2,23,0,0,0/23,,,2.88
Old Trafford,7.0,0,30,0,0,0/30,,,4.29
Rangiri Dambulla International Stadium,3.0,1,17,0,0,0/17,,,5.67
Trent Bridge,10.0,1,32,3,0,3/32,10.67,20.00,3.20
Overall (9),67.0,7,239,11,0,3/22,21.73,36.55,3.57
