0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,0,49,3,0,3/49,16.33,20.00,4.90
Bay Oval,10.0,0,32,0,0,0/32,,,3.20
Brisbane Cricket Ground,10.0,0,71,2,0,2/71,35.50,30.00,7.10
Civil Service Cricket Club,4.0,0,16,1,0,1/16,16.00,24.00,4.00
County Ground (Bristol),24.0,0,121,8,1,5/27,15.13,18.00,5.04
Dubai International Cricket Stadium,10.0,0,78,3,0,3/78,26.00,20.00,7.80
Edgbaston,46.0,1,224,13,2,4/41,17.23,21.23,4.87
Grange Cricket Club,10.0,0,72,2,0,2/72,36.00,30.00,7.20
Hagley Oval,10.0,0,42,3,0,3/42,14.00,20.00,4.20
Headingley,57.5,0,327,12,0,3/47,27.25,28.92,5.65
Kennington Oval,58.0,0,307,6,0,2/36,51.17,58.00,5.29
Kensington Oval,16.2,0,107,5,0,3/74,21.40,19.60,6.55
Lord's,65.0,0,345,6,0,2/38,57.50,65.00,5.31
Maharashtra Cricket Association Stadium,5.0,0,50,0,0,0/50,,,10.00
Mangaung Oval,6.0,0,42,0,0,0/42,,,7.00
Melbourne Cricket Ground,10.0,0,73,2,0,2/73,36.50,30.00,7.30
National Cricket Stadium (Grenada),10.0,0,85,5,1,5/85,17.00,12.00,8.50
Newlands,10.0,0,59,1,0,1/59,59.00,60.00,5.90
Old Trafford,41.0,1,204,8,0,3/66,25.50,30.75,4.98
Optus Stadium,10.0,0,55,1,0,1/55,55.00,60.00,5.50
Pallekele International Cricket Stadium,15.0,0,72,5,1,4/36,14.40,18.00,4.80
R Premadasa Stadium,10.0,0,52,1,0,1/52,52.00,60.00,5.20
Rangiri Dambulla International Stadium,2.0,0,15,0,0,,,,7.50
Riverside Ground,25.0,0,148,5,0,2/45,29.60,30.00,5.92
Seddon Park,10.0,0,55,1,0,1/55,55.00,60.00,5.50
Sharjah Cricket Stadium,10.0,1,51,0,0,0/51,,,5.10
Sheikh Zayed Stadium,19.0,0,92,1,0,1/32,92.00,114.00,4.84
Shere Bangla National Stadium,19.0,0,102,6,1,4/49,17.00,19.00,5.37
Sir Vivian Richards Stadium,18.0,1,96,3,0,2/53,32.00,36.00,5.33
Sophia Gardens,48.0,0,276,9,0,3/70,30.67,32.00,5.75
St George's Park,10.0,0,43,1,0,1/43,43.00,60.00,4.30
SuperSport Park,13.0,0,72,1,0,1/45,72.00,78.00,5.54
Sydney Cricket Ground,10.0,0,51,2,0,2/51,25.50,30.00,5.10
The Rose Bowl,65.0,1,407,9,1,4/59,45.22,43.33,6.26
The Village,9.0,0,27,1,0,1/27,27.00,54.00,3.00
Trent Bridge,67.0,0,440,9,1,4/47,48.89,44.67,6.57
University Oval,10.0,0,74,0,0,0/74,,,7.40
Wanderers Stadium,5.2,0,38,2,0,2/38,19.00,16.00,7.13
Westpac Stadium,10.0,1,34,2,0,2/34,17.00,30.00,3.40
Zahur Ahmed Chowdhury Stadium,10.0,0,43,4,1,4/43,10.75,15.00,4.30
Overall (40),808.3,6,4547,143,9,5/27,31.80,33.92,5.62
