0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,14,14,0,0,0,0,36,220,15.71,59.30,7,4
Australia,4,4,1,0,0,1,45,71,23.67,63.96,6,0
Bangladesh,9,8,0,0,1,0,70,213,26.63,73.45,8,1
Bermuda,1,1,0,0,0,0,25,25,25.00,89.29,0,0
Canada,5,5,1,0,0,1,38*,126,31.50,77.78,4,1
England,8,8,0,0,1,0,63,184,23.00,70.77,7,0
India,3,3,0,0,2,0,75,173,57.67,74.57,0,0
Kenya,3,3,0,0,0,0,22,41,13.67,47.13,3,0
Netherlands,7,7,2,0,5,0,70,311,62.20,75.85,5,1
New Zealand,3,3,0,1,0,0,109,144,48.00,64.00,4,1
Pakistan,5,5,0,0,1,0,72,127,25.40,59.91,6,0
Papua New Guinea,1,1,0,0,0,0,1,1,1.00,33.33,3,1
Scotland,12,11,3,0,6,0,80*,480,60.00,79.08,9,4
South Africa,4,4,0,0,0,0,25,53,13.25,79.10,2,0
Sri Lanka,2,2,0,0,0,0,33,37,18.50,55.22,0,0
United Arab Emirates,6,6,1,0,0,0,34,81,16.20,64.29,13,0
West Indies,7,7,1,0,1,0,79*,217,36.17,81.27,4,0
Zimbabwe,9,9,0,0,1,1,50,77,8.56,68.14,9,1
Overall (18),103,101,9,1,18,3,109,2581,28.05,70.95,90,14
