0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,4,4,0,0,0,0,17,45,11.25,95.74,2,0
Bangladesh,4,4,0,0,1,0,70,141,35.25,76.63,2,1
England and Wales,2,2,0,0,0,0,16,31,15.50,53.45,1,0
India,9,9,1,0,1,0,57*,246,30.75,69.69,5,2
Ireland,33,32,3,1,4,0,109,778,26.83,67.30,29,5
Kenya,7,7,0,0,0,1,25,69,9.86,63.30,3,1
Netherlands,2,2,0,0,2,0,70,120,60.00,71.01,0,0
New Zealand,2,2,1,0,2,0,79*,154,154.00,114.07,0,0
Scotland,2,2,0,0,1,0,53,85,42.50,73.91,3,1
South Africa,3,3,2,0,0,0,38*,95,95.00,77.24,1,1
United Arab Emirates,13,12,2,0,3,0,80*,323,32.30,71.62,18,1
West Indies,11,11,0,0,2,1,72,277,25.18,58.19,9,0
Zimbabwe,11,11,0,0,2,1,70,217,19.73,82.82,17,2
,,,,,,,,,,,,
