0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bready Cricket Club,10.0,0,49,0,0,0/49,,,4.90
Brisbane Cricket Ground,7.0,0,36,1,0,1/36,36.00,42.00,5.14
Castle Avenue,66.0,3,336,13,0,3/40,25.85,30.46,5.09
Civil Service Cricket Club,105.0,9,422,17,0,3/40,24.82,37.06,4.02
Eden Gardens,19.0,0,133,2,0,1/59,66.50,57.00,7.00
Grange Cricket Club,9.0,0,74,2,0,2/74,37.00,27.00,8.22
Gymkhana Club Ground,11.0,0,83,2,0,1/30,41.50,33.00,7.55
Harare Sports Club,49.4,4,235,9,1,4/63,26.11,33.11,4.73
ICC Global Cricket Academy,30.0,4,114,6,0,3/49,19.00,30.00,3.80
Jaffrey Sports Club Ground,4.0,0,25,0,0,0/25,,,6.25
Kensington Oval,12.2,0,66,2,0,2/42,33.00,37.00,5.35
M Chinnaswamy Stadium,17.0,1,85,0,0,0/34,,,5.00
Melbourne Cricket Ground,8.0,0,53,0,0,0/53,,,6.63
Mombasa Sports Ground,15.0,2,36,1,0,1/15,36.00,90.00,2.40
National Cricket Stadium (Grenada),4.0,0,36,1,0,1/36,36.00,24.00,9.00
Old Hararians Sports Club,6.0,2,15,4,1,4/15,3.75,9.00,2.50
Old Trafford,10.0,0,49,2,0,2/49,24.50,30.00,4.90
Providence Stadium,22.0,2,109,5,0,2/26,21.80,26.40,4.95
Punjab Cricket Association IS Bindra Stadium,10.0,1,35,1,0,1/35,35.00,60.00,3.50
Queen's Park Oval,5.0,0,38,0,0,0/38,,,7.60
Rajiv Gandhi International Cricket Stadium,43.0,3,208,7,0,2/48,29.71,36.86,4.84
Sabina Park,16.0,2,75,4,0,3/32,18.75,24.00,4.69
Sharjah Cricket Stadium,20.0,1,85,5,1,4/44,17.00,24.00,4.25
Shere Bangla National Stadium,9.0,0,62,0,0,0/62,,,6.89
Sophia Gardens,10.0,1,31,2,0,2/31,15.50,30.00,3.10
SuperSport Park,10.0,3,34,2,0,2/34,17.00,30.00,3.40
The Rose Bowl,9.1,1,26,1,0,1/26,26.00,55.00,2.84
The Village,42.5,1,280,11,1,4/46,25.45,23.36,6.54
Willowmoore Park,20.0,1,63,4,0,2/27,15.75,30.00,3.15
Overall (29),600.0,41,2893,104,4,4/15,27.82,34.62,4.82
