0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,9,9,9.00,75.00,4,0
Bay Oval,2,2,0,0,0,0,26,35,17.50,92.11,5,1
Bellerive Oval,1,1,0,0,0,0,4,4,4.00,57.14,2,0
Boland Park,2,2,0,0,0,0,46,64,32.00,67.37,1,0
Buffalo Park,1,1,0,0,1,0,73,73,73.00,107.35,2,0
Diamond Oval,2,2,1,1,0,0,168*,193,193.00,111.56,2,0
Eden Park,3,3,0,0,0,1,14,20,6.67,68.97,3,0
Edgbaston,2,2,0,0,0,0,33,38,19.00,66.67,2,0
Green Park,1,1,0,0,0,0,29,29,29.00,87.88,0,0
Hagley Oval,1,1,0,0,1,0,57,57,57.00,87.69,0,0
Harare Sports Club,5,5,0,0,1,0,76,105,21.00,95.45,7,1
Headingley,1,1,0,0,0,0,5,5,5.00,38.46,2,0
Holkar Cricket Stadium,1,1,0,0,0,0,34,34,34.00,94.44,3,0
Kennington Oval,4,4,0,0,2,0,68,167,41.75,75.91,4,0
Kensington Oval,2,2,1,0,0,0,6,11,11.00,100.00,2,0
Kingsmead,5,5,0,2,1,0,121,348,69.60,100.58,7,1
Lord's,2,2,0,0,0,0,47,81,40.50,81.82,2,1
MA Chidambaram Stadium,1,1,0,0,0,0,43,43,43.00,122.86,3,0
Mahinda Rajapaksha International Cricket Stadium,1,1,0,1,0,0,128,128,128.00,100.79,3,0
Mangaung Oval,1,1,1,1,0,0,138*,138,,143.75,0,0
Manuka Oval,2,2,0,0,0,0,47,48,24.00,84.21,2,0
Melbourne Cricket Ground,2,2,0,0,0,0,17,24,12.00,45.28,3,0
Newlands,6,6,0,0,2,0,83,179,29.83,101.13,11,0
Old Trafford,1,1,0,0,1,0,52,52,52.00,101.96,1,0
Optus Stadium,1,1,0,0,0,0,47,47,47.00,117.50,3,0
Pallekele International Cricket Stadium,5,5,0,0,0,0,23,57,11.40,89.06,8,0
Providence Stadium,2,2,0,0,0,0,30,48,24.00,84.21,2,0
Queens Sports Club,3,3,0,0,2,0,84,185,61.67,102.21,4,0
R Premadasa Stadium,3,3,0,0,1,0,54,108,36.00,95.58,7,0
Rangiri Dambulla International Stadium,2,2,0,0,1,0,87,134,67.00,97.81,7,1
Riverside Ground,1,1,0,0,0,0,15,15,15.00,93.75,0,0
Saurashtra Cricket Association Stadium,1,1,0,1,0,0,103,103,103.00,87.29,0,0
Seddon Park,4,4,1,0,2,1,80*,156,52.00,89.14,4,0
Senwes Park,1,1,0,0,0,0,31,31,31.00,81.58,3,0
Sharjah Cricket Stadium,1,1,0,0,0,0,34,34,34.00,82.93,1,0
Sheikh Zayed Stadium,2,2,0,1,0,0,112,152,76.00,79.17,2,0
Shere Bangla National Stadium,2,2,0,0,0,0,35,37,18.50,74.00,1,0
Sophia Gardens,1,1,0,0,1,0,68,68,68.00,94.44,0,0
St George's Park,5,5,0,0,1,0,51,172,34.40,87.76,9,0
SuperSport Park,9,9,0,4,1,0,178,689,76.56,114.07,8,1
Sydney Cricket Ground,3,3,1,1,1,0,107,197,98.50,98.99,3,1
The Rose Bowl,3,3,1,0,1,0,98,125,62.50,88.65,5,0
WACA Ground,2,2,0,0,0,0,4,6,3.00,40.00,5,0
Wanderers Stadium,6,6,0,1,1,1,135,273,45.50,98.56,9,1
Wankhede Stadium,1,1,0,1,0,0,109,109,109.00,125.29,1,0
Warner Park,2,2,0,0,1,0,71,90,45.00,68.18,1,0
Westpac Stadium,2,2,0,0,1,0,68,94,47.00,81.74,3,0
Willowmoore Park,2,2,0,0,1,0,82,85,42.50,108.97,1,0
Zahur Ahmed Chowdhury Stadium,1,1,0,0,0,0,7,7,7.00,87.50,0,0
Overall (49),115,115,6,14,24,3,178,4907,45.02,95.21,158,8
