0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Maple Leaf North - West Ground,11.0,2,34,6,1,5/24,5.67,11.00,3.09
Sharjah Cricket Stadium,10.0,1,51,2,0,2/35,25.50,30.00,5.10
Overall (2),21.0,3,85,8,1,5/24,10.63,15.75,4.05
