0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,18.1,0,114,3,0,2/43,38.00,36.33,6.28
Arun Jaitley Stadium,6.0,0,34,0,0,0/34,,,5.67
Bellerive Oval,16.0,0,90,1,0,1/24,90.00,96.00,5.63
Brisbane Cricket Ground,14.0,0,64,2,0,2/31,32.00,42.00,4.57
Civil Service Cricket Club,4.0,0,41,2,0,2/41,20.50,12.00,10.25
Dubai International Cricket Stadium,21.0,0,105,1,0,1/45,105.00,126.00,5.00
Eden Park,4.0,0,37,1,0,1/7,37.00,24.00,9.25
Edgbaston,2.0,0,14,0,0,,,,7.00
Harare Sports Club,17.0,0,95,4,0,2/22,23.75,25.50,5.59
Headingley,10.0,0,54,1,0,1/54,54.00,60.00,5.40
Holkar Cricket Stadium,1.0,0,2,0,0,0/2,,,2.00
JSCA International Stadium Complex,5.0,0,30,0,0,,,,6.00
Kennington Oval,25.0,0,135,0,0,0/9,,,5.40
Kensington Oval,2.0,0,10,0,0,,,,5.00
Lord's,16.0,0,77,2,0,2/44,38.50,48.00,4.81
M Chinnaswamy Stadium,4.0,0,32,0,0,0/32,,,8.00
Manuka Oval,11.0,0,54,1,0,1/44,54.00,66.00,4.91
Melbourne Cricket Ground,44.0,0,248,3,0,1/37,82.67,88.00,5.64
Old Trafford,20.0,0,113,2,0,2/56,56.50,60.00,5.65
Optus Stadium,3.0,0,23,0,0,,,,7.67
Providence Stadium,5.0,1,18,3,0,2/15,6.00,10.00,3.60
Punjab Cricket Association IS Bindra Stadium,9.0,1,69,1,0,1/8,69.00,54.00,7.67
Sawai Mansingh Stadium,5.3,0,48,0,0,0/48,,,8.73
Seddon Park,3.0,0,15,0,0,,,,5.00
Sharjah Cricket Stadium,34.0,3,178,3,0,2/29,59.33,68.00,5.24
Sheikh Zayed Stadium,17.4,1,99,3,0,2/41,33.00,35.33,5.60
Sydney Cricket Ground,46.0,0,210,3,0,1/30,70.00,92.00,4.57
The Cooper Associates County Ground,7.0,0,58,0,0,0/58,,,8.29
The Rose Bowl,6.0,0,29,1,0,1/29,29.00,36.00,4.83
Trent Bridge,11.0,1,77,0,0,0/21,,,7.00
Vidarbha Cricket Association Stadium,17.0,0,85,1,0,1/45,85.00,102.00,5.00
WACA Ground,41.2,2,241,12,2,4/46,20.08,20.67,5.83
Westpac Stadium,4.0,0,26,0,0,0/26,,,6.50
Overall (33),449.4,9,2525,50,2,4/46,50.50,53.96,5.62
