0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arnos Vale Ground,15.0,3,46,3,0,2/15,15.33,30.00,3.07
Bangabandhu National Stadium,196.1,8,1061,19,0,3/62,55.84,61.95,5.41
Castle Avenue,8.0,0,36,1,0,1/36,36.00,48.00,4.50
Cazaly's Stadium,8.3,0,63,0,0,0/29,,,7.41
County Ground (Chelmsford),7.0,2,12,0,0,0/12,,,1.71
County Ground (Northampton),10.0,2,31,3,0,3/31,10.33,20.00,3.10
Diamond Oval,13.4,0,63,3,0,3/46,21.00,27.33,4.61
Gaddafi Stadium,10.0,0,67,2,0,2/67,33.50,30.00,6.70
Grange Cricket Club,9.0,2,27,2,0,2/27,13.50,27.00,3.00
Harare Sports Club,25.0,1,106,5,1,4/19,21.20,30.00,4.24
Iqbal Stadium,9.0,0,38,0,0,0/38,,,4.22
Kennington Oval,3.0,0,39,0,0,0/39,,,13.00
Lal Bahadur Shastri Stadium,7.0,0,38,2,0,2/38,19.00,21.00,5.43
MA Aziz Stadium,49.0,1,215,5,0,2/42,43.00,58.80,4.39
MA Chidambaram Stadium,4.0,0,20,2,0,2/20,10.00,12.00,5.00
Mangaung Oval,2.0,0,20,0,0,0/20,,,10.00
Marrara Cricket Ground,8.0,0,57,0,0,0/57,,,7.13
Multan Cricket Stadium,10.0,1,65,0,0,0/65,,,6.50
National Cricket Stadium (Grenada),5.0,0,32,0,0,0/32,,,6.40
National Stadium (Karachi),9.0,0,64,1,0,1/64,64.00,54.00,7.11
Punjab Cricket Association IS Bindra Stadium,9.2,1,35,1,0,1/35,35.00,56.00,3.75
R Premadasa Stadium,20.2,0,122,4,0,3/51,30.50,30.50,6.00
Rawalpindi Cricket Stadium,8.0,0,30,0,0,0/30,,,3.75
Riverside Ground,2.5,0,39,0,0,0/39,,,13.76
Senwes Park,10.0,1,52,1,0,1/52,52.00,60.00,5.20
Shaheed Chandu Stadium,2.0,0,15,0,0,0/15,,,7.50
Sinhalese Sports Club Ground,54.0,3,243,7,0,2/17,34.71,46.29,4.50
St Lawrence Ground,10.0,0,54,1,0,1/54,54.00,60.00,5.40
The Rose Bowl,10.0,1,57,0,0,0/57,,,5.70
Wanderers Stadium,10.0,1,39,1,0,1/39,39.00,60.00,3.90
Wankhede Stadium,7.2,2,12,2,0,2/12,6.00,22.00,1.64
Willowmoore Park,12.0,1,67,2,0,2/48,33.50,36.00,5.58
Overall (32),564.1,30,2865,67,1,4/19,42.76,50.52,5.08
