0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,8,7,3,0,1,0,75,248,62.00,71.26,2,0
Bellerive Oval,5,5,1,0,1,0,52,112,28.00,51.85,0,0
Brisbane Cricket Ground,9,8,6,0,1,0,56*,263,131.50,67.78,3,0
Cazaly's Stadium,2,1,1,0,0,0,40*,40,,64.52,2,0
Etihad Stadium,5,4,0,1,0,0,106,172,43.00,64.42,1,0
Marrara Cricket Ground,1,1,0,0,1,0,57,57,57.00,100.00,0,0
Melbourne Cricket Ground,27,24,8,1,8,0,102*,913,57.06,71.22,11,0
Sydney Cricket Ground,27,21,7,0,5,1,78*,724,51.71,79.30,12,0
WACA Ground,9,9,3,0,2,0,72*,320,53.33,77.11,4,0
,,,,,,,,,,,,
