0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Afghanistan,2,2,1,0,1,0,72*,109,109.00,76.76,0,0
Australia,4,4,0,0,1,0,93,108,27.00,66.67,2,0
England,12,12,0,1,3,0,112,439,36.58,68.49,4,0
India,6,6,0,0,1,0,70,157,26.17,79.29,1,0
Ireland,3,3,0,0,0,0,12,22,7.33,75.86,0,0
Netherlands,2,2,1,0,2,0,73*,125,125.00,76.69,1,0
New Zealand,12,12,0,1,2,0,101,413,34.42,67.05,1,0
Pakistan,4,4,0,0,2,0,66,140,35.00,63.35,2,0
South Africa,6,6,0,0,1,0,68,119,19.83,62.63,2,0
Sri Lanka,3,3,0,0,0,0,42,68,22.67,68.00,0,0
West Indies,9,9,0,0,0,2,42,73,8.11,63.48,2,0
Zimbabwe,15,15,0,2,3,0,144,661,44.07,78.13,6,0
Overall (12),78,78,2,4,16,2,144,2434,32.03,71.11,21,0
