0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,3.0,0,27,0,0,0/27,,,9.00
Bangladesh,34.0,1,172,9,0,3/43,19.11,22.67,5.06
Canada,10.0,1,40,0,0,0/40,,,4.00
England,17.0,0,101,3,0,3/63,33.67,34.00,5.94
Kenya,7.0,1,60,1,0,1/60,60.00,42.00,8.57
Netherlands,17.0,2,95,3,0,3/41,31.67,34.00,5.59
New Zealand,10.0,1,41,2,0,2/41,20.50,30.00,4.10
Pakistan,10.0,1,31,1,0,1/31,31.00,60.00,3.10
Scotland,23.0,4,103,4,0,3/32,25.75,34.50,4.48
South Africa,5.0,0,31,0,0,0/31,,,6.20
Sri Lanka,3.0,0,29,1,0,1/29,29.00,18.00,9.67
West Indies,9.0,1,33,1,0,1/33,33.00,54.00,3.67
Zimbabwe,9.0,0,34,0,0,0/34,,,3.78
Overall (13),157.0,12,797,25,0,3/32,31.88,37.68,5.08
