0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Bangladesh,1,0,0,0,0,0,0,0,,,0,0
Canada,6,3,0,0,0,0,9,14,4.67,27.45,8,0
India,4,4,1,0,0,0,22,50,16.67,58.82,6,0
Pakistan,3,3,0,0,0,1,26,46,15.33,56.79,0,0
South Africa,6,6,1,0,1,0,55,121,24.20,82.88,2,1
Sri Lanka,4,2,1,0,0,0,12,13,13.00,50.00,3,0
United Arab Emirates,7,7,1,0,0,1,29,98,16.33,66.67,4,1
West Indies,3,2,0,0,0,0,14,20,10.00,83.33,4,1
,,,,,,,,,,,,
