0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,10.0,1,80,2,0,2/80,40.00,30.00,8.00
AMI Stadium,10.0,0,31,2,0,2/31,15.50,30.00,3.10
Arbab Niaz Stadium,3.0,0,35,0,0,0/35,,,11.67
Arun Jaitley Stadium,8.0,1,45,1,0,1/45,45.00,48.00,5.63
Captain Roop Singh Stadium,8.0,0,42,1,0,1/42,42.00,48.00,5.25
Civil Service Cricket Club,15.0,2,87,1,0,1/29,87.00,90.00,5.80
Dubai International Cricket Stadium,56.4,3,301,5,0,3/48,60.20,68.00,5.31
Eden Gardens,7.0,0,24,2,0,2/24,12.00,21.00,3.43
Eden Park,9.0,0,61,0,0,0/61,,,6.78
Gaddafi Stadium,67.3,5,340,13,1,5/17,26.15,31.15,5.04
Grange Cricket Club,7.0,2,19,2,0,2/19,9.50,21.00,2.71
Green Park,10.0,0,70,1,0,1/70,70.00,60.00,7.00
Headingley,19.3,1,98,2,0,1/39,49.00,58.50,5.03
Iqbal Stadium,38.1,6,166,7,0,2/19,23.71,32.71,4.35
Kennington Oval,10.0,0,42,6,1,6/42,7.00,10.00,4.20
Khan Shaheb Osman Ali Stadium,17.0,0,82,4,0,2/38,20.50,25.50,4.82
Lord's,8.1,0,32,4,1,4/32,8.00,12.25,3.92
MA Chidambaram Stadium,8.0,0,38,0,0,0/38,,,4.75
Mahinda Rajapaksha International Cricket Stadium,4.1,0,12,2,0,2/12,6.00,12.50,2.88
Mangaung Oval,10.0,1,68,0,0,0/68,,,6.80
McLean Park,7.0,0,49,0,0,0/49,,,7.00
Multan Cricket Stadium,23.0,1,151,4,0,3/48,37.75,34.50,6.57
National Stadium (Karachi),55.2,2,254,10,1,4/58,25.40,33.20,4.59
Nehru Stadium (Guwahati),7.0,2,26,0,0,0/26,,,3.71
Old Trafford,7.0,0,33,2,0,2/33,16.50,21.00,4.71
Pallekele International Cricket Stadium,35.4,4,150,9,0,3/24,16.67,23.78,4.21
Punjab Cricket Association IS Bindra Stadium,35.0,3,208,7,0,3/36,29.71,30.00,5.94
R Premadasa Stadium,41.4,4,204,6,0,3/30,34.00,41.67,4.90
Rangiri Dambulla International Stadium,28.3,1,133,2,0,1/29,66.50,85.50,4.67
Rawalpindi Cricket Stadium,26.5,1,114,3,0,2/29,38.00,53.67,4.25
Riverside Ground,6.0,0,67,0,0,0/67,,,11.17
Sabina Park,23.0,2,72,4,0,2/10,18.00,34.50,3.13
Sawai Mansingh Stadium,16.0,0,72,1,0,1/49,72.00,96.00,4.50
Seddon Park,7.0,0,28,2,0,2/28,14.00,21.00,4.00
Sharjah Cricket Stadium,45.4,3,187,9,0,3/19,20.78,30.44,4.09
Sheikh Zayed Stadium,125.0,12,697,28,0,3/31,24.89,26.79,5.58
Shere Bangla National Stadium,115.0,8,655,25,2,4/36,26.20,27.60,5.70
Sophia Gardens,10.0,0,77,1,0,1/77,77.00,60.00,7.70
SuperSport Park,20.0,1,130,1,0,1/38,130.00,120.00,6.50
Sydney Cricket Ground,10.0,0,70,1,0,1/70,70.00,60.00,7.00
The Rose Bowl,16.0,1,101,2,0,1/46,50.50,48.00,6.31
The Village,5.0,0,23,3,0,3/23,7.67,10.00,4.60
Wanderers Stadium,16.5,2,76,4,0,3/28,19.00,25.25,4.51
Zahur Ahmed Chowdhury Stadium,2.0,0,3,0,0,0/3,,,1.50
Overall (44),1010.4,69,5253,179,6,6/42,29.35,33.88,5.20
