0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,10.0,0,37,4,1,4/37,9.25,15.00,3.70
Second,19.2,0,64,6,1,5/38,10.67,19.33,3.31
Overall,29.2,0,101,10,2,5/38,10.10,17.60,3.44
