0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,2,0,0,0,0,0,0,0,,,1,0
Bellerive Oval,2,1,0,0,0,0,17,17,17.00,77.27,3,0
Brisbane Cricket Ground,1,1,0,0,0,0,2,2,2.00,25.00,0,0
Etihad Stadium,2,2,1,0,0,0,46,61,61.00,70.93,2,0
Melbourne Cricket Ground,1,1,1,0,0,0,12*,12,,66.67,0,0
Sydney Cricket Ground,2,1,1,0,0,0,4*,4,,133.33,3,0
WACA Ground,2,1,1,0,0,0,14*,14,,200.00,1,0
,,,,,,,,,,,,
