0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,6.0,0,36,0,0,0/36,,,6.00
Bellerive Oval,9.0,1,61,2,0,2/61,30.50,27.00,6.78
County Ground (Bristol),10.0,0,39,0,0,0/39,,,3.90
Edgbaston,17.0,0,78,2,0,1/22,39.00,51.00,4.59
Grange Cricket Club,10.0,0,41,3,0,3/41,13.67,20.00,4.10
Headingley,6.0,0,43,0,0,0/43,,,7.17
Kennington Oval,17.0,0,91,1,0,1/42,91.00,102.00,5.35
Lord's,12.0,0,58,0,0,0/19,,,4.83
M Chinnaswamy Stadium,17.0,0,113,1,0,1/64,113.00,102.00,6.65
MA Chidambaram Stadium,9.0,1,46,1,0,1/46,46.00,54.00,5.11
Melbourne Cricket Ground,9.0,0,53,0,0,0/53,,,5.89
Old Trafford,10.0,0,45,1,0,1/45,45.00,60.00,4.50
Riverside Ground,8.0,0,49,2,0,2/49,24.50,24.00,6.13
Sardar Patel Stadium,5.0,1,32,0,0,0/32,,,6.40
Sawai Mansingh Stadium,14.0,1,28,0,0,0/10,,,2.00
Sophia Gardens,8.0,0,31,0,0,0/31,,,3.88
Sydney Cricket Ground,20.0,0,92,1,0,1/47,92.00,120.00,4.60
The Rose Bowl,10.0,2,41,1,0,1/41,41.00,60.00,4.10
Trent Bridge,15.0,1,39,4,0,3/24,9.75,22.50,2.60
WACA Ground,10.0,0,59,2,0,2/59,29.50,30.00,5.90
Overall (20),222.0,7,1075,21,0,3/24,51.19,63.43,4.84
