0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Harare Sports Club,3,3,0,0,0,1,27,35,11.67,52.24,0,0
Holkar Cricket Stadium,1,0,0,0,0,0,0,0,,,1,0
Keenan Stadium,1,1,0,0,0,0,10,10,10.00,90.91,0,0
Nehru Stadium (Pune),1,1,0,0,0,0,38,38,38.00,92.68,0,0
Punjab Cricket Association IS Bindra Stadium,1,0,0,0,0,0,0,0,,,1,0
Queens Sports Club,1,1,0,0,0,1,0,0,0.00,,0,0
Rangiri Dambulla International Stadium,2,1,0,0,0,0,38,38,38.00,51.35,0,0
Sardar Patel Stadium,1,1,0,0,0,0,6,6,6.00,66.67,2,0
Sawai Mansingh Stadium,1,1,1,0,0,0,19*,19,,48.72,0,0
Sheikh Zayed Stadium,2,1,1,0,1,0,61*,61,,65.59,2,0
Vidarbha Cricket Association Ground,1,0,0,0,0,0,0,0,,,0,0
Warner Park,1,1,0,0,0,0,11,11,11.00,39.29,0,0
Overall (12),16,11,2,0,1,2,61*,218,24.22,60.06,6,0
