0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Albion Sports Complex,1,1,0,0,0,0,5,5,5.00,19.23,0,0
Arnos Vale Ground,1,1,0,0,0,0,1,1,1.00,25.00,0,0
Edgbaston,1,1,0,0,1,0,52,52,52.00,136.84,0,0
Overall (3),3,3,0,0,1,0,52,58,19.33,85.29,0,0
