0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arnos Vale Ground,15.0,2,49,4,0,3/21,12.25,22.50,3.27
Bangabandhu National Stadium,44.4,4,167,5,1,4/36,33.40,53.60,3.74
Harare Sports Club,8.0,1,35,0,0,0/35,,,4.38
Headingley,9.5,0,57,3,0,3/57,19.00,19.67,5.80
Khan Shaheb Osman Ali Stadium,4.0,0,19,0,0,0/19,,,4.75
MA Aziz Stadium,37.0,1,148,7,1,4/34,21.14,31.71,4.00
National Cricket Stadium (Grenada),5.0,0,21,1,0,1/21,21.00,30.00,4.20
Old Trafford,4.0,0,26,0,0,0/26,,,6.50
R Premadasa Stadium,25.0,1,112,2,0,1/35,56.00,75.00,4.48
Sinhalese Sports Club Ground,11.3,0,40,1,0,1/18,40.00,69.00,3.48
Zahur Ahmed Chowdhury Stadium,2.0,0,15,0,0,0/15,,,7.50
Overall (11),166.0,9,689,23,2,4/34,29.96,43.30,4.15
