0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,14,14,1,2,3,0,159,617,47.46,84.99,8,0
Bangladesh,8,7,1,0,1,0,51,134,22.33,67.00,3,0
England and Wales,25,24,4,2,6,0,150,1054,52.70,84.05,13,0
India,12,12,0,1,2,0,113,458,38.17,87.40,4,0
Netherlands,1,1,0,0,0,0,20,20,20.00,86.96,0,0
New Zealand,15,15,0,1,2,0,119,516,34.40,78.30,8,0
South Africa,69,69,5,14,17,3,154,3498,54.66,90.60,33,0
Sri Lanka,11,10,0,2,2,1,109,514,51.40,96.07,5,0
United Arab Emirates,8,8,1,1,2,0,119*,350,50.00,102.94,6,0
West Indies,11,11,1,3,2,0,129,643,64.30,96.11,2,0
Zimbabwe,7,7,1,1,2,0,122*,309,51.50,79.84,5,0
,,,,,,,,,,,,
