0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,10/02/2003,Zimbabwe,Harare Sports Club,not out,4*,10,40.00,,4,,40.00
2,16/02/2003,Pakistan,Diamond Oval,lbw b Wasim Akram,0,1,0.00,,4,4.00,36.36
3,19/02/2003,England,St George's Park,c & b A Flintoff,5,25,20.00,,9,4.50,25.00
4,23/02/2003,India,City Oval,lbw b Z Khan,0,12,0.00,,9,3.00,18.75
5,27/02/2003,Australia,Senwes Park,c †A C Gilchrist b G D McGrath,1,11,9.09,,10,2.50,16.95
6,03/03/2003,Netherlands,Mangaung Oval,b J F Kloppenburg,1,3,33.33,,11,2.20,17.74
No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,No. of Innings Played = 6,,
