0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Australia,81.0,2,390,6,0,2/42,65.00,81.00,4.81
Bangladesh,39.0,3,141,5,0,3/29,28.20,46.80,3.62
India,85.0,2,397,17,1,5/57,23.35,30.00,4.67
New Zealand,37.0,2,155,2,0,2/32,77.50,111.00,4.19
Pakistan,52.0,1,204,4,0,2/45,51.00,78.00,3.92
South Africa,112.0,3,477,12,0,3/18,39.75,56.00,4.26
Sri Lanka,16.0,0,84,2,0,1/2,42.00,48.00,5.25
West Indies,10.0,1,43,0,0,,,,4.30
Zimbabwe,44.0,3,178,7,0,2/12,25.43,37.71,4.05
Overall (9),476.0,17,2069,55,1,5/57,37.62,51.93,4.35
