0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Albion Sports Complex,10.0,0,38,2,0,2/38,19.00,30.00,3.80
Ayub National Stadium,7.0,0,35,1,0,1/35,35.00,42.00,5.00
County Ground (Chelmsford),10.0,1,26,2,0,2/26,13.00,30.00,2.60
Gaddafi Stadium,7.0,0,52,0,0,0/52,,,7.43
Grace Road,9.0,1,29,1,0,1/29,29.00,54.00,3.22
Ibn-e-Qasim Bagh Stadium,8.0,0,28,0,0,0/28,,,3.50
Jinnah Stadium (Gujwranwala),8.0,0,55,0,0,0/55,,,6.88
Kennington Oval,12.0,2,42,1,0,1/42,42.00,72.00,3.50
Lal Bahadur Shastri Stadium,9.0,2,27,3,0,3/27,9.00,18.00,3.00
Lord's,9.0,1,32,2,0,2/32,16.00,27.00,3.56
Moti Bagh Stadium,8.0,0,53,0,0,0/53,,,6.63
National Stadium (Karachi),7.0,0,38,2,0,2/38,19.00,21.00,5.43
Nehru Stadium (Indore),13.0,0,64,0,0,0/26,,,4.92
Nevill Ground,11.0,2,44,1,0,1/44,44.00,66.00,4.00
Old Trafford,20.0,2,72,1,0,1/36,72.00,120.00,3.60
Queen's Park (Old),8.0,2,30,0,0,0/30,,,3.75
Sawai Mansingh Stadium,10.0,1,36,0,0,0/36,,,3.60
Sher-I-Kashmir Stadium,7.0,0,10,0,0,0/10,,,1.43
Trent Bridge,12.0,1,52,0,0,0/52,,,4.33
Overall (19),185.0,15,763,16,0,3/27,47.69,69.38,4.12
