0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,119.0,9,563,20,0,3/32,28.15,35.70,4.73
Second,141.0,13,571,22,2,4/19,25.95,38.45,4.05
Overall,260.0,22,1134,42,2,4/19,27.00,37.14,4.36
