0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Cambusdoon New Ground,5.0,1,9,1,0,1/9,9.00,30.00,1.80
Castle Avenue,17.0,3,55,4,0,2/26,13.75,25.50,3.24
Civil Service Cricket Club,37.0,7,105,10,1,4/19,10.50,22.20,2.84
"Cricket, Skating & Curling Club",4.0,0,35,0,0,,,,8.75
Gymkhana Club Ground,36.0,1,168,7,0,3/46,24.00,30.86,4.67
Harare Sports Club,11.0,0,49,1,0,1/28,49.00,66.00,4.45
Jaffrey Sports Club Ground,20.0,1,141,4,0,3/74,35.25,30.00,7.05
Kensington Oval,8.0,0,31,1,0,1/31,31.00,48.00,3.88
Mannofield Park,24.0,0,115,1,0,1/41,115.00,144.00,4.79
National Cricket Stadium (Grenada),1.0,0,4,0,0,0/4,,,4.00
Providence Stadium,16.0,1,74,1,0,1/56,74.00,96.00,4.63
Punjab Cricket Association IS Bindra Stadium,10.0,0,56,1,0,1/56,56.00,60.00,5.60
Queen's Park Oval,6.0,0,35,0,0,0/35,,,5.83
Ruaraka Sports Club Ground,9.0,0,42,4,1,4/42,10.50,13.50,4.67
Sabina Park,25.0,6,75,3,0,2/5,25.00,50.00,3.00
Shere Bangla National Stadium,31.0,2,140,4,0,3/32,35.00,46.50,4.52
Overall (16),260.0,22,1134,42,2,4/19,27.00,37.14,4.36
