0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,10.0,1,45,1,0,1/45,45.00,60.00,4.50
Overall,10.0,1,45,1,0,1/45,45.00,60.00,4.50
