0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,24/01/1979,England,Melbourne Cricket Ground,c †D L Bairstow b I T Botham,10,39,25.64,,10,10.00,25.64
2,09/06/1979,England,Lord's,b G Boycott,47,108,43.52,,57,28.50,38.78
3,13/06/1979,Pakistan,Trent Bridge,c Sadiq Mohammad b Mudassar Nazar,72,129,55.81,,129,43.00,46.74
4,16/06/1979,Canada,Edgbaston,c J N Valentine b C C Henry,24,30,80.00,,153,38.25,50.00
5,06/01/1985,West Indies,Melbourne Cricket Ground,c M A Holding b E A E Baptiste,27,53,50.94,,180,36.00,50.14
6,08/01/1985,Sri Lanka,Sydney Cricket Ground,run out,23,58,39.66,,203,33.83,48.68
7,13/01/1985,West Indies,Brisbane Cricket Ground,c J Garner b W W Davis,19,51,37.25,,222,31.71,47.44
8,03/06/1985,England,Lord's,lbw b N A Foster,4,8,50.00,,226,28.25,47.48
No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,No. of Innings Played = 8,,
