0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
ACA Africa XI,2.2,0,19,0,0,,,,8.14
Australia,29.0,0,161,1,0,1/16,161.00,174.00,5.55
Bangladesh,1.0,0,6,0,0,,,,6.00
England,14.5,0,69,2,0,1/5,34.50,44.50,4.65
India,15.0,0,109,0,0,,,,7.27
Kenya,10.0,0,56,2,0,2/56,28.00,30.00,5.60
New Zealand,1.0,0,9,0,0,,,,9.00
Pakistan,3.0,0,17,0,0,,,,5.67
South Africa,11.1,0,60,0,0,,,,5.37
West Indies,1.0,0,7,0,0,,,,7.00
Zimbabwe,10.3,1,50,3,0,1/4,16.67,21.00,4.76
Overall (11),98.5,1,563,8,0,2/56,70.38,74.13,5.70
