0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,Progressive,Progressive,Progressive
,,,,,,,,,,,
,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
1,31/03/1986,Pakistan,Tyronne Fernando Stadium,b Wasim Akram,0,3,0.00,,0,0.00,0.00
2,02/04/1986,Sri Lanka,Asgiriya Stadium,c †D S B Kuruppu b A Ranatunga,10,24,41.67,,10,5.00,37.04
3,27/10/1988,India,MA Aziz Stadium,b Maninder Singh,11,70,15.71,,21,7.00,21.65
4,29/10/1988,Pakistan,MA Aziz Stadium,b M Iqbal Qasim,10,29,34.48,,31,7.75,24.60
5,02/11/1988,Sri Lanka,Bangabandhu National Stadium,c †D S B Kuruppu b C P H Ramanayake,2,7,28.57,,33,6.60,24.81
6,28/04/1990,New Zealand,Sharjah Cricket Stadium,b M C Snedden,8,31,25.81,,41,6.83,25.00
7,30/04/1990,Australia,Sharjah Cricket Stadium,b P L Taylor,18,75,24.00,,59,8.43,24.69
No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,No. of Innings Played = 7,,
