0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,8.0,1,36,1,0,1/36,36.00,48.00,4.50
Australia,88.3,4,523,19,1,4/54,27.53,27.95,5.91
Bangladesh,58.0,6,275,13,2,6/16,21.15,26.77,4.74
England,75.5,3,397,18,2,4/39,22.06,25.28,5.24
India,109.2,5,556,17,1,4/41,32.71,38.59,5.09
Ireland,4.0,1,22,1,0,1/22,22.00,24.00,5.50
New Zealand,61.2,3,260,12,0,3/25,21.67,30.67,4.24
Pakistan,60.1,4,316,5,0,2/35,63.20,72.20,5.25
Sri Lanka,131.0,10,637,23,1,4/41,27.70,34.17,4.86
West Indies,26.0,2,111,3,0,3/31,37.00,52.00,4.27
Zimbabwe,18.0,3,66,5,0,3/32,13.20,21.60,3.67
Overall (11),640.1,42,3199,117,7,6/16,27.34,32.83,5.00
