0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Bayuemas Oval,10.0,0,35,2,0,2/35,17.50,30.00,3.50
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,30.0,3,128,2,0,1/37,64.00,90.00,4.27
Bulawayo Athletic Club,17.2,1,83,3,0,3/48,27.67,34.67,4.79
Cambusdoon New Ground,6.0,0,23,0,0,,,,3.83
Castle Avenue,10.0,1,28,1,0,1/28,28.00,60.00,2.80
Civil Service Cricket Club,63.0,3,269,11,0,3/45,24.45,34.36,4.27
"Cricket, Skating & Curling Club",4.0,0,16,1,0,1/16,16.00,24.00,4.00
Darren Sammy National Cricket Stadium,20.0,0,67,1,0,1/33,67.00,120.00,3.35
Dubai International Cricket Stadium,28.0,0,99,5,0,2/39,19.80,33.60,3.54
Grange Cricket Club,5.0,0,26,3,0,3/26,8.67,10.00,5.20
Greater Noida Sports Complex Ground,46.0,1,247,5,1,4/30,49.40,55.20,5.37
Gymkhana Club Ground,18.0,2,79,1,0,1/14,79.00,108.00,4.39
Harare Sports Club,60.1,3,243,13,0,3/14,18.69,27.77,4.04
Hazelaarweg,28.0,3,128,4,0,2/31,32.00,42.00,4.57
Headingley,20.0,0,79,3,0,2/23,26.33,40.00,3.95
ICC Global Cricket Academy,47.0,0,230,6,0,2/41,38.33,47.00,4.89
Khan Shaheb Osman Ali Stadium,17.4,0,90,3,0,3/44,30.00,35.33,5.09
Kinrara Academy Oval,6.0,0,19,1,0,1/19,19.00,36.00,3.17
Manuka Oval,9.0,0,58,1,0,1/58,58.00,54.00,6.44
Maple Leaf North - West Ground,9.5,2,31,4,1,4/31,7.75,14.75,3.15
McLean Park,7.1,0,39,1,0,1/39,39.00,43.00,5.44
Old Hararians Sports Club,8.0,0,33,1,0,1/33,33.00,48.00,4.13
Old Trafford,9.0,0,70,0,0,0/70,,,7.78
Queens Sports Club,76.0,1,330,6,0,1/15,55.00,76.00,4.34
Rajiv Gandhi International Cricket Stadium,36.5,1,162,4,0,1/18,40.50,55.25,4.40
Sharjah Cricket Stadium,175.4,11,718,30,0,3/15,23.93,35.13,4.09
Sheikh Zayed Stadium,50.0,2,199,3,0,2/30,66.33,100.00,3.98
Shere Bangla National Stadium,46.4,5,150,7,0,2/16,21.43,40.00,3.21
Sophia Gardens,21.4,0,91,4,1,4/30,22.75,32.50,4.20
Sportpark Westvliet,14.0,0,60,0,0,0/12,,,4.29
Sydney Cricket Ground,4.1,0,14,0,0,0/14,,,3.36
The Cooper Associates County Ground,3.0,0,18,0,0,0/18,,,6.00
The Rose Bowl,19.0,0,77,3,0,2/33,25.67,38.00,4.05
University Oval,15.2,0,66,1,0,1/38,66.00,92.00,4.30
VRA Ground,27.0,0,101,0,0,0/24,,,3.74
WACA Ground,10.0,0,84,0,0,0/84,,,8.40
Willowmoore Park,8.0,0,41,0,0,0/41,,,5.13
Overall (37),986.3,39,4231,130,3,4/30,32.55,45.53,4.29
