0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,6.0,0,37,1,0,1/37,37.00,36.00,6.17
AMI Stadium,8.0,4,11,4,1,4/11,2.75,12.00,1.38
Brisbane Cricket Ground,7.0,0,31,0,0,0/31,,,4.43
Buffalo Park,10.0,1,41,1,0,1/41,41.00,60.00,4.10
Iqbal Stadium,9.0,1,49,1,0,1/49,49.00,54.00,5.44
Kingsmead,10.0,0,51,3,0,3/51,17.00,20.00,5.10
Mangaung Oval,10.0,0,50,0,0,0/50,,,5.00
Manuka Oval,9.0,0,25,1,0,1/25,25.00,54.00,2.78
Melbourne Cricket Ground,8.0,0,44,0,0,0/44,,,5.50
National Stadium (Karachi),8.0,0,35,0,0,0/35,,,4.38
Newlands,9.0,0,27,3,0,3/27,9.00,18.00,3.00
Queen's Park Oval,12.0,3,38,1,0,1/6,38.00,72.00,3.17
St George's Park,10.0,1,25,2,0,2/25,12.50,30.00,2.50
SuperSport Park,10.0,0,52,3,0,3/52,17.33,20.00,5.20
Sydney Cricket Ground,19.0,2,88,2,0,2/36,44.00,57.00,4.63
Overall (15),145.0,12,604,22,1,4/11,27.45,39.55,4.17
