0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,5,5,0,0,0,0,41,60,12.00,50.85,1,0
Bellerive Oval,3,3,0,0,0,0,32,63,21.00,110.53,2,0
Brisbane Cricket Ground,3,3,0,1,1,1,106,177,59.00,89.39,1,0
Manuka Oval,4,4,0,2,0,0,109,273,68.25,88.35,2,0
Melbourne Cricket Ground,11,11,0,3,1,1,135,536,48.73,84.81,5,0
Optus Stadium,1,1,0,0,0,0,5,5,5.00,29.41,1,0
Sydney Cricket Ground,11,10,0,0,3,1,81,317,31.70,91.62,7,0
WACA Ground,8,8,0,1,0,1,108,184,23.00,85.19,6,0
,,,,,,,,,,,,
