0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,8,7,0,0,0,0,22,90,12.86,49.18,2,1
Bangladesh,2,2,1,0,1,0,58*,61,61.00,61.00,4,1
England,5,5,0,0,0,0,38,66,13.20,42.86,2,0
India,5,5,0,0,0,1,21,52,10.40,45.22,3,0
New Zealand,11,11,0,0,1,1,62,284,25.82,55.25,3,2
Pakistan,16,15,0,0,2,1,72,393,26.20,56.06,13,3
West Indies,7,7,0,0,0,0,33,76,10.86,36.02,3,1
Overall (7),54,52,1,0,4,3,72,1022,20.04,51.67,30,8
