0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,5,5,0,0,0,0,37,84,16.80,57.93,2,1
Arbab Niaz Stadium,1,1,0,0,0,0,13,13,13.00,50.00,0,0
Arun Jaitley Stadium,1,1,0,0,0,0,5,5,5.00,21.74,1,0
Asgiriya Stadium,1,1,0,0,0,0,3,3,3.00,42.86,1,0
Bangabandhu National Stadium,4,4,1,0,1,0,58*,130,43.33,59.36,7,1
Bellerive Oval,2,2,0,0,0,0,12,13,6.50,37.14,0,0
Brisbane Cricket Ground,2,2,0,0,0,0,47,51,25.50,50.50,0,0
County Ground (Bristol),1,1,0,0,0,0,26,26,26.00,43.33,0,0
County Ground (Derby),1,1,0,0,1,0,62,62,62.00,51.67,0,0
Green Park,1,1,0,0,0,0,33,33,33.00,40.24,1,1
Headingley,2,2,0,0,0,0,12,18,9.00,25.00,0,0
Iqbal Stadium,1,1,0,0,0,1,0,0,0.00,,0,0
"KD Singh ""Babu"" Stadium",1,1,0,0,0,0,8,8,8.00,30.77,1,0
Kennington Oval,1,1,0,0,0,0,38,38,38.00,57.58,1,0
Madhavrao Scindia Cricket Ground,1,1,0,0,0,0,1,1,1.00,14.29,0,0
Melbourne Cricket Ground,1,1,0,0,0,0,22,22,22.00,52.38,0,0
National Stadium (Karachi),1,1,0,0,0,0,14,14,14.00,100.00,1,0
Nehru Stadium (Margao),1,1,0,0,0,0,13,13,13.00,27.66,0,0
Niaz Stadium,1,1,0,0,0,0,9,9,9.00,37.50,1,0
P Sara Oval,2,2,0,0,0,0,34,37,18.50,58.73,2,1
R Premadasa Stadium,1,1,0,0,0,0,23,23,23.00,39.66,0,0
Sardar Patel Stadium,1,1,0,0,0,0,9,9,9.00,37.50,0,0
Sharjah Cricket Stadium,10,10,0,0,1,2,63,226,22.60,57.95,5,4
Sinhalese Sports Club Ground,4,3,0,0,0,0,38,72,24.00,54.96,2,0
St Helen's,1,1,0,0,1,0,72,72,72.00,71.29,1,0
Sydney Cricket Ground,2,2,0,0,0,0,22,24,12.00,55.81,0,0
Tasmania Cricket Association Ground,1,1,0,0,0,0,8,8,8.00,27.59,1,0
The Cooper Associates County Ground,1,1,0,0,0,0,4,4,4.00,133.33,0,0
Tyronne Fernando Stadium,2,1,0,0,0,0,4,4,4.00,21.05,3,0
Overall (29),54,52,1,0,4,3,72,1022,20.04,51.67,30,8
