0,1,2,3,4,5,6,7,8,9,10,11
Innings No,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
First,2,0,0,0,1,24,24,12.00,36.92,1,0
Second,1,0,0,0,0,38,38,38.00,97.44,1,0
Overall,3,0,0,0,1,38,62,20.67,59.62,2,0
