0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,1,1,0,0,1,0,89,89,89.00,92.71,1,0
England,6,6,1,0,0,1,22,57,11.40,67.06,5,2
India,5,3,0,0,0,0,29,39,13.00,49.37,2,1
Netherlands,1,1,1,0,0,0,14*,14,,127.27,0,1
Pakistan,11,10,0,0,1,0,52,160,16.00,53.51,5,5
South Africa,1,1,1,0,0,0,31*,31,,93.94,0,0
Sri Lanka,3,2,1,0,0,0,20,31,31.00,81.58,5,0
United Arab Emirates,1,1,0,0,0,0,3,3,3.00,50.00,0,0
West Indies,5,5,1,0,1,1,50,88,22.00,70.40,2,0
Zimbabwe,3,1,0,0,0,0,7,7,7.00,46.67,1,0
Overall (10),37,31,5,0,3,2,89,519,19.96,65.95,21,9
