0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,131.0,2,749,11,0,2/40,68.09,71.45,5.72
Second,84.3,2,401,13,2,6/26,30.85,39.00,4.75
Overall,215.3,4,1150,24,2,6/26,47.92,53.88,5.34
