0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,2,2,2.00,100.00,1,0
AMI Stadium,1,1,0,1,0,0,101,101,101.00,73.19,0,0
Boland Park,1,1,0,0,1,0,68,68,68.00,88.31,1,0
Buffalo Park,1,1,0,0,0,0,1,1,1.00,16.67,0,0
Civil Service Cricket Club,2,2,0,0,0,0,5,10,5.00,58.82,0,0
County Ground (Bristol),1,1,0,0,1,0,76,76,76.00,68.47,0,0
Diamond Oval,1,1,0,0,0,0,31,31,31.00,72.09,0,0
Dubai International Cricket Stadium,1,1,0,0,0,0,2,2,2.00,16.67,0,0
Edgbaston,1,1,0,0,0,0,4,4,4.00,44.44,0,0
Hagley Oval,1,1,0,0,0,0,16,16,16.00,76.19,0,0
Harare Sports Club,3,3,0,0,0,0,16,35,11.67,41.18,1,0
Kennington Oval,2,2,0,0,0,0,19,25,12.50,69.44,0,0
McLean Park,1,1,0,0,0,0,33,33,33.00,113.79,0,0
Melbourne Cricket Ground,1,1,0,0,0,0,5,5,5.00,35.71,0,0
National Cricket Stadium (Grenada),2,2,0,0,0,0,9,10,5.00,43.48,0,0
Queens Sports Club,2,2,0,0,0,0,28,37,18.50,80.43,2,0
Rangiri Dambulla International Stadium,3,3,0,0,1,0,66,106,35.33,68.83,0,0
Saxton Oval,2,2,0,0,1,0,59,103,51.50,68.21,0,0
Seddon Park,1,1,0,0,0,0,2,2,2.00,10.53,0,0
Senwes Park,1,1,0,0,0,0,1,1,1.00,10.00,1,0
Sheikh Zayed Stadium,2,2,1,0,1,0,72*,81,81.00,81.82,0,0
Shere Bangla National Stadium,33,33,0,2,7,2,144,1169,35.42,72.65,10,0
Titwood,1,1,0,0,1,0,52,52,52.00,104.00,0,0
Trent Bridge,1,1,0,0,0,0,14,14,14.00,41.18,0,0
University Oval,1,1,0,0,0,0,9,9,9.00,69.23,0,0
Warner Park,1,1,0,0,0,0,1,1,1.00,16.67,1,0
Willowmoore Park,1,1,0,0,0,0,14,14,14.00,35.90,0,0
Zahur Ahmed Chowdhury Stadium,9,9,1,1,3,0,115,426,53.25,74.74,4,0
Overall (28),78,78,2,4,16,2,144,2434,32.03,71.11,21,0
