0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Arun Jaitley Stadium,9.0,1,30,2,0,2/30,15.00,27.00,3.33
Castle Avenue,14.0,0,80,1,0,1/28,80.00,84.00,5.71
"Cricket, Skating & Curling Club",7.0,0,44,4,0,3/25,11.00,10.50,6.29
Hazelaarweg,7.4,0,30,0,0,0/30,,,3.91
ICC Global Cricket Academy,15.0,0,66,0,0,0/25,,,4.40
M Chinnaswamy Stadium,3.0,0,23,0,0,0/23,,,7.67
Mahinda Rajapaksha International Cricket Stadium,7.0,0,47,1,0,1/47,47.00,42.00,6.71
Mannofield Park,19.2,0,101,0,0,0/43,,,5.22
Maple Leaf North - West Ground,34.4,4,145,9,0,3/31,16.11,23.11,4.18
R Premadasa Stadium,8.0,0,33,2,0,2/33,16.50,24.00,4.13
Sabina Park,7.0,0,63,1,0,1/63,63.00,42.00,9.00
Sharjah Cricket Stadium,19.0,1,90,2,0,2/24,45.00,57.00,4.74
Sportpark Thurlede,18.2,1,68,5,0,3/39,13.60,22.00,3.71
Sportpark Westvliet,1.0,0,11,0,0,0/11,,,11.00
SuperSport Park,5.0,0,21,0,0,0/21,,,4.20
Vidarbha Cricket Association Stadium,9.0,0,51,1,0,1/51,51.00,54.00,5.67
VRA Ground,24.0,3,92,2,0,1/32,46.00,72.00,3.83
Wankhede Stadium,4.5,0,64,0,0,0/64,,,13.24
Willowmoore Park,8.5,1,36,2,0,2/15,18.00,26.50,4.08
Overall (19),221.4,11,1095,32,0,3/25,34.22,41.56,4.94
