0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Grange Cricket Club,16.0,1,106,4,0,3/61,26.50,24.00,6.63
ICC Global Cricket Academy,11.0,0,72,1,0,1/51,72.00,66.00,6.55
Kinrara Academy Oval,13.0,2,55,4,1,4/26,13.75,19.50,4.23
Overall (3),40.0,3,233,9,1,4/26,25.89,26.67,5.83
