0,1,2,3,4,5,6,7,8,9
Innings No,O,M,R,W,4w,Best,Avg,S/R,E/R
First,121.0,5,654,12,0,2/14,54.50,60.50,5.40
Second,94.5,7,521,9,0,2/16,57.89,63.22,5.49
Overall,215.5,12,1175,21,0,2/14,55.95,61.67,5.44
