0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Adelaide Oval,1,1,0,0,0,0,20,20,20.00,33.90,0,0
AMI Stadium,4,4,0,0,0,0,27,87,21.75,68.50,1,0
Bellerive Oval,1,1,0,0,0,0,2,2,2.00,13.33,1,0
County Ground (Bristol),1,1,0,0,0,0,10,10,10.00,30.30,1,0
Eden Park,2,2,0,0,1,0,88,98,49.00,70.50,1,0
Edgbaston,1,1,0,0,0,0,16,16,16.00,88.89,0,0
Kennington Oval,1,1,0,0,0,0,37,37,37.00,60.66,2,0
Kingsmead,1,1,0,0,1,0,90,90,90.00,72.58,0,0
Lord's,1,1,0,0,0,0,22,22,22.00,84.62,0,0
M Chinnaswamy Stadium,1,1,0,0,0,0,4,4,4.00,66.67,1,0
MA Chidambaram Stadium,1,1,0,0,0,0,23,23,23.00,54.76,0,0
McLean Park,4,3,0,1,1,0,139,226,75.33,101.80,0,0
Nehru Stadium (Guwahati),1,1,0,0,0,0,9,9,9.00,60.00,4,0
Newlands,1,1,0,0,0,0,15,15,15.00,45.45,0,0
Pallekele International Cricket Stadium,1,1,0,0,0,0,4,4,4.00,13.79,0,0
Queenstown Events Centre,5,3,1,0,1,1,58,65,32.50,62.50,1,0
Riverside Ground,1,1,0,0,0,0,20,20,20.00,44.44,1,0
Sawai Mansingh Stadium,1,1,0,0,0,0,5,5,5.00,38.46,0,0
Seddon Park,2,1,0,0,0,0,12,12,12.00,30.77,1,0
Shere Bangla National Stadium,2,2,0,0,0,1,7,7,3.50,19.44,0,0
St George's Park,1,1,0,0,1,0,76,76,76.00,71.70,0,0
Sydney Cricket Ground,1,1,0,0,0,0,4,4,4.00,50.00,0,0
Vidarbha Cricket Association Stadium,1,1,0,0,0,0,22,22,22.00,46.81,0,0
Westpac Stadium,4,4,0,0,1,1,66,99,24.75,69.23,4,0
Zahur Ahmed Chowdhury Stadium,1,1,0,0,1,0,73,73,73.00,89.02,1,0
Overall (25),41,37,1,1,7,3,139,1046,29.06,66.54,19,0
