0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,17,17,0,3,4,2,180,844,49.65,115.78,8,0
Bangladesh,4,4,0,1,0,0,153,208,52.00,109.47,2,0
India,6,6,0,0,4,0,82,364,60.67,112.35,0,0
Ireland,3,2,0,0,0,1,20,20,10.00,52.63,1,0
New Zealand,12,12,0,0,1,1,60,302,25.17,83.89,5,0
Pakistan,13,13,0,2,5,2,114,629,48.38,103.45,4,0
Scotland,1,1,0,0,0,0,34,34,34.00,106.25,0,0
South Africa,9,9,0,0,1,0,54,163,18.11,92.09,0,0
Sri Lanka,10,10,2,2,0,1,162,430,53.75,114.36,6,0
West Indies,9,7,0,1,3,0,123,387,55.29,123.25,5,0
Overall (10),84,81,2,9,18,7,180,3381,42.80,107.40,31,0
