0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,5,5,0,1,0,1,180,250,50.00,110.13,4,0
Bangladesh,2,2,0,0,0,0,41,54,27.00,88.52,0,0
England and Wales,48,47,2,6,13,4,162,2129,47.31,110.71,12,0
India,3,3,0,0,3,0,82,220,73.33,115.79,0,0
Ireland,1,0,0,0,0,0,0,0,,,1,0
New Zealand,4,4,0,0,0,0,49,114,28.50,78.08,3,0
Scotland,1,1,0,0,0,0,34,34,34.00,106.25,0,0
South Africa,5,5,0,0,0,0,48,96,19.20,98.97,0,0
Sri Lanka,5,5,0,0,0,1,45,114,22.80,101.79,5,0
United Arab Emirates,4,4,0,1,1,1,102,163,40.75,89.56,1,0
West Indies,6,5,0,1,1,0,123,207,41.40,116.29,5,0
,,,,,,,,,,,,
