0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Basin Reserve,10.0,1,43,0,0,0/43,,,4.30
Brisbane Cricket Ground,8.0,0,48,1,0,1/48,48.00,48.00,6.00
Dubai International Cricket Stadium,7.0,0,35,0,0,0/35,,,5.00
Headingley,10.0,0,54,0,0,0/54,,,5.40
National Stadium (Karachi),4.0,0,24,1,0,1/24,24.00,24.00,6.00
Queens Sports Club,10.0,0,47,2,0,2/47,23.50,30.00,4.70
Sharjah Cricket Stadium,17.0,0,81,4,1,4/42,20.25,25.50,4.76
Sheikh Zayed Stadium,27.0,1,136,6,0,3/40,22.67,27.00,5.04
Sophia Gardens,4.0,0,32,0,0,0/32,,,8.00
The Rose Bowl,6.3,0,31,1,0,1/31,31.00,39.00,4.77
The Village,3.0,0,14,1,0,1/14,14.00,18.00,4.67
Trent Bridge,10.0,0,62,1,0,1/62,62.00,60.00,6.20
Overall (12),116.3,2,607,17,1,4/42,35.71,41.12,5.21
