0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,10.0,0,56,3,0,3/56,18.67,20.00,5.60
Brisbane Cricket Ground,9.2,0,58,1,0,1/58,58.00,56.00,6.21
Lal Bahadur Shastri Stadium,10.0,0,43,1,0,1/43,43.00,60.00,4.30
McLean Park,10.0,0,47,0,0,0/47,,,4.70
Melbourne Cricket Ground,33.0,2,117,7,1,4/22,16.71,28.29,3.55
Sawai Mansingh Stadium,6.4,1,24,0,0,0/24,,,3.60
Seddon Park,7.5,0,36,0,0,0/36,,,4.60
Sharjah Cricket Stadium,7.0,0,41,0,0,0/41,,,5.86
Sydney Cricket Ground,20.0,0,113,3,0,2/60,37.67,40.00,5.65
WACA Ground,6.0,0,51,0,0,0/51,,,8.50
Overall (10),119.5,3,586,15,1,4/22,39.07,47.93,4.89
