0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Adelaide Oval,13.0,0,40,1,0,1/29,40.00,78.00,3.08
Brisbane Cricket Ground,6.5,0,29,3,0,3/29,9.67,13.67,4.24
Carisbrook,8.3,0,43,1,0,1/43,43.00,51.00,5.06
Gaddafi Stadium,6.0,1,18,1,0,1/15,18.00,36.00,3.00
Headingley,24.0,8,50,4,0,3/32,12.50,36.00,2.08
Ibn-e-Qasim Bagh Stadium,8.0,1,50,0,0,0/50,,,6.25
Jinnah Stadium (Sialkot),18.0,2,58,4,0,2/11,14.50,30.00,2.90
Kennington Oval,17.0,1,77,1,0,1/53,77.00,102.00,4.53
Melbourne Cricket Ground,27.0,1,113,6,1,4/34,18.83,27.00,4.19
National Stadium (Karachi),5.3,0,34,2,0,2/34,17.00,16.50,6.18
Niaz Stadium,7.0,0,24,1,0,1/24,24.00,42.00,3.43
Old Trafford,22.0,0,98,3,0,3/56,32.67,44.00,4.45
Sydney Cricket Ground,24.0,1,131,2,0,1/43,65.50,72.00,5.46
Trent Bridge,18.0,1,68,4,0,3/34,17.00,27.00,3.78
WACA Ground,6.0,0,27,0,0,0/27,,,4.50
Overall (15),210.5,16,860,33,1,4/34,26.06,38.70,4.04
