0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age
,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age
1.0,16/07/2004,India,Rangiri Dambulla International Stadium,5,5,5.00,1/48,1,48.00,,0,,,,33 years 25 days
2.0,17/07/2004,Sri Lanka,Rangiri Dambulla International Stadium,8,13,6.50,4/32,5,16.00,,0,,,,33 years 26 days
3.0,24/06/2008,Bangladesh,Gaddafi Stadium,78,91,30.33,2/78,7,22.57,2,2,,,,37 years 3 days
4.0,26/06/2008,Sri Lanka,Gaddafi Stadium,2,93,23.25,0/55,7,30.43,1,3,,,,37 years 5 days
5.0,01/02/2014,Scotland,Bert Sutcliffe Oval,34,127,25.40,1/46,8,32.38,,3,,,,42 years 225 days
6.0,02/05/2014,Afghanistan,Kinrara Academy Oval,28,155,25.83,2/33,10,29.20,1,4,,,,42 years 315 days
7.0,04/05/2014,Hong Kong,Kinrara Academy Oval,2,157,22.43,,10,29.20,,4,,,,42 years 317 days
8.0,28/11/2014,Afghanistan,ICC Global Cricket Academy,53,210,26.25,0/37,10,32.90,,4,,,,43 years 160 days
9.0,30/11/2014,Afghanistan,ICC Global Cricket Academy,132*,342,42.75,1/35,11,33.09,1,5,,,,43 years 162 days
10.0,02/12/2014,Afghanistan,ICC Global Cricket Academy,85*,427,53.38,1/16,12,31.67,,5,,,,43 years 164 days
11.0,19/02/2015,Zimbabwe,Saxton Oval,45,472,52.44,,12,31.67,,5,,,,43 years 243 days
12.0,25/02/2015,Ireland,Brisbane Cricket Ground,36,508,50.80,,12,31.67,,5,,,,43 years 249 days
13.0,28/02/2015,India,WACA Ground,14,522,47.45,,12,31.67,,5,,,,43 years 252 days
14.0,04/03/2015,Pakistan,McLean Park,43,565,47.08,0/21,12,33.42,1,6,,,,43 years 256 days
15.0,11/03/2015,South Africa,Westpac Stadium,12,577,44.38,0/31,12,36.00,,6,,,,43 years 263 days
16.0,15/03/2015,West Indies,McLean Park,5,582,41.57,,12,36.00,,6,,,,43 years 267 days
