0,1,2,3,4,5,6,7,8,9,10,11,12
Country,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,5,5,0,0,1,0,79,142,28.40,71.00,4,0
England and Wales,6,5,0,0,1,0,64,128,25.60,70.33,2,0
Ireland,1,1,0,0,0,1,0,0,0.00,,1,0
New Zealand,3,3,0,0,0,0,10,26,8.67,44.83,1,0
Scotland,1,1,1,0,0,0,1*,1,,100.00,0,0
,,,,,,,,,,,,
