0,1,2,3,4,5,6,7,8,9,10,11,12
Versus,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Australia,1,1,0,0,0,0,11,11,11.00,61.11,1,0
Bangladesh,1,1,0,0,1,0,62,62,62.00,89.86,0,0
India,1,1,0,0,0,0,35,35,35.00,60.34,2,0
Ireland,2,1,0,0,0,0,7,7,7.00,70.00,2,0
New Zealand,5,4,0,0,0,0,41,90,22.50,132.35,1,0
Scotland,1,1,0,0,0,0,12,12,12.00,85.71,2,0
West Indies,4,3,0,0,1,1,52,54,18.00,88.52,5,0
Overall (7),15,12,0,0,2,1,62,271,22.58,90.94,13,0
