0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Maple Leaf North - West Ground,1,0,0,0,0,0,0,0,,,0,0
Sharjah Cricket Stadium,1,1,1,0,0,0,25*,25,,131.58,0,0
Overall (2),2,1,1,0,0,0,25*,25,,131.58,0,0
