0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Cambusdoon New Ground,14.0,2,60,1,0,1/43,60.00,84.00,4.29
Castle Avenue,74.5,11,290,11,0,2/14,26.36,40.82,3.88
Civil Service Cricket Club,80.0,6,353,8,1,4/26,44.13,60.00,4.41
"Cricket, Skating & Curling Club",13.0,0,47,3,0,2/21,15.67,26.00,3.62
Eden Gardens,20.0,1,126,2,0,1/50,63.00,60.00,6.30
Grange Cricket Club,9.0,0,60,0,0,0/60,,,6.67
Gymkhana Club Ground,19.0,0,90,3,0,2/40,30.00,38.00,4.74
Harare Sports Club,25.5,2,102,3,0,2/36,34.00,51.67,3.95
Hazelaarweg,19.0,2,66,3,0,2/32,22.00,38.00,3.47
Jaffrey Sports Club Ground,5.0,0,35,0,0,,,,7.00
Kensington Oval,10.2,0,58,3,0,2/40,19.33,20.67,5.61
M Chinnaswamy Stadium,15.0,1,74,4,0,2/16,18.50,22.50,4.93
Mannofield Park,5.0,0,11,1,0,1/11,11.00,30.00,2.20
Mombasa Sports Ground,11.0,1,39,2,0,2/14,19.50,33.00,3.55
Providence Stadium,23.0,0,148,3,0,1/15,49.33,46.00,6.43
Ruaraka Sports Club Ground,10.0,0,76,0,0,0/76,,,7.60
Sabina Park,26.0,5,95,3,0,1/20,31.67,52.00,3.65
Shere Bangla National Stadium,32.2,1,155,3,0,2/40,51.67,64.67,4.79
Sportpark Westvliet,10.0,3,18,2,0,2/18,9.00,30.00,1.80
SuperSport Park,10.0,4,14,5,1,5/14,2.80,12.00,1.40
The Village,7.0,0,34,1,0,1/34,34.00,42.00,4.86
VRA Ground,29.0,3,95,3,0,2/21,31.67,58.00,3.28
Willowmoore Park,20.0,4,69,2,0,2/37,34.50,60.00,3.45
Overall (23),488.2,46,2115,66,2,5/14,32.05,44.39,4.33
