0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
AMI Stadium,5.0,0,33,0,0,0/33,,,6.60
Ayub National Stadium,8.0,1,30,0,0,0/30,,,3.75
Gaddafi Stadium,7.0,2,25,1,0,1/25,25.00,56.00,2.68
Jinnah Stadium (Sialkot),15.0,2,53,2,0,2/16,26.50,52.00,3.06
MA Aziz Stadium,9.0,3,13,3,0,3/13,4.33,18.00,1.44
McLean Park,10.0,1,37,1,0,1/37,37.00,60.00,3.70
Melbourne Cricket Ground,10.0,0,49,0,0,0/49,,,4.90
National Stadium (Karachi),13.0,2,53,2,0,1/21,26.50,39.00,4.08
Old Trafford,12.0,1,100,1,0,1/76,100.00,72.00,8.33
Seddon Park,10.0,0,58,2,0,2/58,29.00,30.00,5.80
Trent Bridge,7.0,0,49,0,0,0/49,,,7.00
Overall (11),106.0,12,500,12,0,3/13,41.67,55.33,4.52
