0,1,2,3,4,5,6,7,8,9
Versus,O,M,R,W,4w,Best,Avg,S/R,E/R
Afghanistan,10.0,2,43,1,0,1/43,43.00,60.00,4.30
Bangladesh,13.0,2,23,4,0,2/6,5.75,19.50,1.77
England,6.0,0,20,3,0,3/20,6.67,12.00,3.33
India,17.0,1,104,0,0,0/45,,,6.12
New Zealand,42.0,0,285,5,0,2/38,57.00,50.40,6.79
Pakistan,14.0,1,46,0,0,0/13,,,3.29
Scotland,7.1,0,51,3,0,3/51,17.00,14.33,7.12
South Africa,2.0,0,29,0,0,0/29,,,14.50
West Indies,7.0,0,39,2,0,2/39,19.50,21.00,5.57
Zimbabwe,31.0,1,156,1,0,1/32,156.00,186.00,5.03
Overall (10),149.1,7,796,19,0,3/20,41.89,47.11,5.34
