0,1,2,3,4,5,6,7,8,9
Ground,O,M,R,W,4w,Best,Avg,S/R,E/R
Antigua Recreation Ground,20.0,2,107,1,0,1/45,107.00,120.00,5.35
"Cricket, Skating & Curling Club",18.0,6,47,3,0,2/9,15.67,36.00,2.61
Gymkhana Club Ground,34.0,4,132,6,0,3/28,22.00,34.00,3.88
Hazelaarweg,13.3,1,74,4,0,3/55,18.50,20.25,5.48
Jaffrey Sports Club Ground,16.0,1,71,2,0,2/34,35.50,48.00,4.44
Maple Leaf North - West Ground,38.0,7,96,3,0,1/17,32.00,76.00,2.53
Mombasa Sports Ground,29.0,3,110,7,1,5/53,15.71,24.86,3.79
Queen's Park Oval,43.3,6,246,3,0,1/14,82.00,87.00,5.66
Ruaraka Sports Club Ground,10.0,1,30,0,0,0/30,,,3.00
Senwes Park,37.0,2,149,2,0,1/39,74.50,111.00,4.03
VRA Ground,8.0,1,37,0,0,0/37,,,4.63
Willowmoore Park,13.4,4,25,3,0,2/21,8.33,27.33,1.83
Overall (12),280.4,38,1124,34,1,5/53,33.06,49.53,4.00
