0,1,2,3,4,5,6,7,8,9,10,11,12
Ground,Mat,Inns,NO,100s,50s,0s,HS,Runs,Avg,S/R,Ca,St
Edgbaston,2,2,0,0,0,0,30,37,18.50,52.11,1,0
Headingley,1,1,1,0,0,0,2*,2,,40.00,0,0
,,,,,,,,,,,,
